state,ws,wd,ti,mol,weight
11061,11.43,219.7,0.024,-1374.2,5.378724815173168e-05
11062,6.43,86.0,0.109,882.0,7.512710626579231e-05
11063,13.7,239.8,0.07,,4.6667472880290575e-05
11064,23.88,297.1,0.083,-1146.8,6.275524180808142e-05
11065,10.34,236.7,0.055,,0.0001386556117534
11066,14.94,334.4,0.135,-1982.0,1.819317368602226e-06
11067,20.87,149.1,0.13,,3.018405108460243e-06
11068,8.91,5.1,0.11,1451.2,2.624456795283011e-05
11069,8.44,344.0,0.139,-1559.9,5.095059113839337e-06
11070,19.74,18.9,0.176,,9.754158527298588e-05
11071,10.97,76.3,0.123,,1.1642962258286498e-05
11072,14.4,204.0,0.175,1039.3,2.285136468430925e-05
11073,10.41,225.9,0.123,773.4,7.507821906258528e-06
11074,11.34,61.1,0.129,1247.8,8.735017274293683e-05
11075,19.57,264.6,0.072,655.6,1.5633566290563552e-05
11076,8.52,264.0,0.172,-1663.2,0.0001457422506223
11077,18.97,139.1,0.129,-1158.6,1.7231446785939014e-07
11078,6.29,255.5,0.079,-719.6,0.0001544429716754
11079,14.42,183.7,0.039,851.5,7.021563155095047e-05
11080,11.79,260.8,0.169,1030.6,0.0001370056285029
11081,10.63,191.7,0.116,1708.8,0.0001058177666081
11082,6.98,55.3,0.016,1067.9,0.0001651952182194
11083,24.09,261.3,0.012,883.6,9.168636817324152e-05
11084,21.58,190.1,0.169,136.6,4.176047213696247e-05
11085,9.69,212.9,0.123,-1236.3,5.392740632737076e-05
11086,14.38,156.9,0.17,,0.0001379498913226
11087,16.5,79.0,0.112,861.9,0.0001508970281723
11088,19.85,109.8,0.016,,4.701505354744582e-06
11089,10.92,288.1,0.174,873.6,7.777865946558305e-05
11090,5.35,43.9,0.141,1595.6,0.000159034785157
11091,10.19,130.6,0.059,-1306.2,6.150442941690225e-05
11092,14.54,269.5,0.139,,9.092419311987244e-05
11093,9.04,167.7,0.091,-1411.8,0.0001449267699817
11094,15.8,248.8,0.093,-1528.6,8.797158678751735e-06
11095,21.92,64.5,0.143,-1804.2,6.648581941111483e-05
11096,25.0,271.2,0.155,218.9,7.428637747777012e-05
11097,12.76,151.1,0.127,474.9,0.0001667363536385
11098,24.96,63.5,0.114,-1708.7,7.277001938654914e-05
11099,23.11,281.8,0.139,292.3,1.150558499009295e-07
11100,18.06,303.0,0.028,430.7,0.0001548288188315
11101,17.05,118.7,0.078,-398.0,7.749399213024311e-05
11102,12.85,329.6,0.035,543.2,1.7686426149027443e-05
11103,22.75,9.4,0.018,-563.3,4.963719379921301e-05
11104,7.76,262.3,0.109,1725.6,1.0604686847300729e-05
11105,17.78,163.6,0.103,-323.6,0.0001416698048736
11106,21.53,139.5,0.041,-500.8,8.694096511190674e-05
11107,13.49,115.4,0.124,-1022.3,2.490490577015025e-05
11108,12.53,312.4,0.101,-1050.8,3.580989651884033e-05
11109,22.34,339.1,0.027,963.7,9.64531233385313e-05
11110,8.81,316.4,0.18,-1528.4,3.708046495882818e-05
11111,18.72,94.7,0.05,-1607.1,3.762748787079929e-05
11112,18.52,338.1,0.074,-822.1,7.250957632156567e-05
11113,20.94,286.3,0.117,1846.5,5.515230527586075e-05
11114,12.2,63.8,0.036,,0.0001086032817583
11115,7.76,346.0,0.032,,0.000128233097216
11116,10.77,291.0,0.013,562.7,9.463716709836165e-05
11117,7.05,303.5,0.094,649.4,0.0001019430506617
11118,10.32,198.3,0.045,,0.0001179328310185
11119,20.46,63.8,0.06,-817.2,1.2418179371036957e-05
11120,17.87,168.0,0.147,1907.6,3.7352659592583633e-05
11121,14.3,249.2,0.027,-807.3,0.0001238814985227
11122,17.59,265.9,0.139,-891.1,0.0001523318094335
11123,19.85,26.3,0.053,-504.6,3.1032984441465693e-05
11124,21.36,81.3,0.103,545.8,8.126142275259504e-05
11125,24.56,70.6,0.161,1368.1,5.779984843109732e-05
11126,19.75,58.3,0.069,-1262.7,0.000109145742149
11127,13.04,87.0,0.12,,9.884462550629896e-05
11128,8.23,60.2,0.059,1999.2,3.972649266733458e-06
11129,23.27,268.3,0.137,1277.1,0.0001442201695696
11130,17.07,215.2,0.075,536.7,3.939921129084152e-05
11131,6.24,286.6,0.019,-228.0,2.896668871251405e-05
11132,8.31,314.6,0.063,,0.0001088443654149
11133,15.65,290.1,0.06,1326.1,8.541694019777728e-05
11134,22.23,81.7,0.119,,2.04016208409582e-05
11135,21.34,67.6,0.161,-1915.3,4.645066338190841e-05
11136,12.12,324.8,0.167,868.0,0.0001157171532381
11137,18.45,71.0,0.104,1662.5,0.00013235943813
11138,10.51,141.0,0.023,-1172.1,0.0001307021996586
11139,5.09,283.0,0.133,,1.643668250631119e-05
11140,10.88,159.7,0.179,845.0,8.371960301367156e-05
11141,17.61,282.0,0.09,501.0,3.048993393414592e-05
11142,9.48,352.9,0.099,468.8,0.0001442217258787
11143,15.95,151.5,0.166,232.3,2.2367595342422256e-05
11144,8.16,337.9,0.147,-926.6,0.0001061109320959
11145,16.6,237.0,0.11,-1006.8,4.770292969112392e-05
11146,15.09,234.4,0.112,1393.4,0.000131132333465
11147,14.72,298.4,0.086,-1913.8,0.0001034680809581
11148,10.76,256.1,0.063,1713.9,8.972262780533688e-05
11149,22.35,327.2,0.01,-1597.6,5.195590260284873e-05
11150,17.11,162.7,0.152,1005.7,0.0001180909446797
11151,5.23,349.4,0.05,-1706.8,0.0001170492488247
11152,21.57,229.1,0.07,,0.0001061045180593
11153,23.12,175.7,0.065,310.3,1.0536730430369458e-06
11154,24.41,116.1,0.054,-348.6,0.0001470950997141
11155,18.37,238.4,0.13,-1195.9,0.0001296595397122
11156,23.54,184.7,0.027,,0.0001401640762294
11157,23.6,61.1,0.081,1770.0,0.0001001960308064
11158,21.94,53.1,0.038,,0.0001087840501423
11159,21.28,285.8,0.083,-876.2,0.0001058507477915
11160,9.04,254.4,0.022,-232.9,6.516178336221312e-05
11161,22.72,188.4,0.045,173.9,0.0001022079193372
11162,15.69,217.8,0.096,-1361.1,8.348814644408547e-05
11163,22.03,110.8,0.171,1487.4,6.27992887364002e-05
11164,5.95,337.1,0.161,-1372.3,0.0001666987322926
11165,24.23,78.2,0.03,-369.6,0.0001277015385563
11166,16.69,81.8,0.143,1057.4,0.0001378575279264
11167,14.72,35.9,0.156,-512.6,5.301615029751624e-05
11168,13.56,95.5,0.084,,8.120479612151549e-05
11169,20.41,163.4,0.04,1250.1,8.802421074449566e-05
11170,20.11,87.3,0.109,-106.0,6.292323739463635e-05
11171,18.04,84.2,0.175,,5.070381295607287e-05
11172,10.44,76.9,0.133,-1446.9,5.351088172039485e-05
11173,13.18,323.3,0.109,447.4,4.882567603597455e-05
11174,16.06,275.3,0.093,-262.6,1.3490763782217817e-05
11175,18.15,221.6,0.038,,7.031857111870284e-05
11176,11.68,11.0,0.149,,7.103254350478029e-05
11177,16.88,344.0,0.118,1831.0,0.0001494845878073
11178,19.71,65.4,0.15,-443.7,8.299061287868692e-05
11179,18.24,13.1,0.11,-1677.2,0.0001124973154471
11180,17.07,231.1,0.038,-134.8,0.0001137793049409
11181,13.33,112.4,0.096,,0.0001540650618663
11182,11.93,99.2,0.115,289.2,6.156725703934989e-05
11183,15.23,313.0,0.17,,4.221992035307322e-05
11184,15.14,293.3,0.014,-861.2,6.892111722939199e-05
11185,22.94,51.3,0.14,-1582.2,0.0001341051645772
11186,10.3,240.5,0.078,-1087.6,0.000142507534869
11187,5.74,238.3,0.12,-807.2,9.501172452806066e-05
11188,6.33,126.5,0.138,-1084.0,0.0001189848795793
11189,14.66,337.6,0.17,597.7,2.862458982663513e-05
11190,19.14,161.4,0.162,-449.5,0.0001446841650177
11191,22.18,339.9,0.012,1949.4,2.147616728815232e-05
11192,15.43,46.7,0.025,-1079.8,2.711561064317381e-05
11193,5.93,148.4,0.129,,7.993318435396187e-05
11194,5.38,182.7,0.136,-386.3,0.0001106721293934
11195,5.44,229.6,0.11,1539.6,1.6366036912002604e-05
11196,7.2,273.8,0.118,530.3,0.0001532268363685
11197,5.65,182.5,0.114,,1.079682541777374e-05
11198,7.15,34.7,0.057,1996.3,0.0001547822730692
11199,15.28,28.1,0.178,-1988.1,0.0001637666280738
11200,15.99,296.1,0.065,-1185.7,6.242119776596913e-05
11201,7.74,43.5,0.13,1397.1,7.145010325829389e-05
11202,14.54,159.1,0.067,1717.2,0.0001180729750275
11203,19.04,145.7,0.044,112.5,1.4273572408203256e-05
11204,20.15,318.1,0.157,986.0,1.6167774927234377e-05
11205,21.51,359.8,0.04,-1569.7,8.76086308207529e-05
11206,9.45,45.3,0.092,615.7,0.0001612660921091
11207,17.87,6.6,0.145,-1953.9,9.230113782673034e-05
11208,17.97,151.4,0.112,,0.0001573483575632
11209,20.91,345.6,0.12,1653.2,7.384844224622116e-05
11210,10.76,121.0,0.078,,5.276642324585877e-05
11211,10.22,325.7,0.022,-667.4,5.32434039465558e-05
11212,16.6,176.1,0.127,,0.0001262370947627
11213,18.31,214.2,0.065,-960.0,7.673000247251074e-05
11214,10.55,129.6,0.058,-1160.5,0.0001168958952417
11215,13.67,182.4,0.118,-1013.0,0.0001015132315329
11216,11.56,290.5,0.163,1089.4,8.143304021963988e-05
11217,12.85,299.3,0.026,-635.0,0.0001560851413612
11218,16.23,86.3,0.011,-690.3,5.766908759323175e-05
11219,23.31,22.0,0.021,1364.4,7.837466510316012e-05
11220,13.71,13.6,0.054,1454.4,8.769651708185235e-05
11221,16.35,294.2,0.082,1660.1,5.705232589181964e-05
11222,13.82,67.2,0.134,-930.5,0.0001249116393999
11223,16.71,355.3,0.088,585.9,4.280748026013241e-05
11224,21.81,141.3,0.082,1758.1,8.407043302259201e-05
11225,7.97,279.1,0.027,-329.9,7.15342176165116e-05
11226,10.84,229.4,0.158,443.8,0.0001599688987645
11227,22.07,116.8,0.03,-1945.4,4.345152784954671e-05
11228,16.38,33.1,0.166,,5.770356485779977e-05
11229,23.16,296.6,0.074,1451.0,0.0001101610096805
11230,22.18,246.2,0.133,,7.786426954087347e-05
11231,21.27,136.6,0.052,-1919.7,8.373280122532884e-06
11232,14.88,34.2,0.042,1687.1,4.3500510514911446e-05
11233,14.61,311.6,0.179,810.7,8.469830744309378e-05
11234,18.47,296.9,0.092,-1496.2,4.985198148495981e-06
11235,14.29,292.1,0.052,1192.4,0.0001603641590702
11236,18.51,345.6,0.104,-846.4,5.192877139264846e-05
11237,8.66,233.0,0.041,1309.5,0.0001242084459265
11238,23.75,297.3,0.058,1924.8,0.0001339793554423
11239,11.8,28.5,0.078,-841.8,0.0001331327021866
11240,18.05,253.6,0.11,1563.2,8.023176579816725e-05
11241,14.09,251.3,0.024,-1299.9,0.000138395949242
11242,17.16,5.4,0.072,-360.3,0.0001594987375048
11243,11.01,189.3,0.025,-1930.3,6.64838945044624e-05
11244,15.27,64.2,0.122,,7.671987640647016e-05
11245,13.6,222.4,0.084,,1.901640718597441e-05
11246,21.56,93.7,0.075,1624.5,9.945050525429392e-05
11247,12.94,62.2,0.034,,8.148669227548174e-05
11248,18.98,266.5,0.058,941.7,0.0001203400560998
11249,19.57,94.2,0.01,328.3,3.281275407103493e-05
11250,21.22,172.0,0.128,,4.996127143343601e-05
11251,10.42,179.0,0.062,1775.3,0.0001281950684293
11252,21.12,291.8,0.062,-174.1,2.9628331109997468e-05
11253,19.49,43.2,0.046,232.2,6.27379497422613e-05
11254,10.02,343.0,0.064,198.8,9.405457715771872e-05
11255,19.91,326.7,0.086,,3.801576579173355e-05
11256,16.88,347.5,0.056,-1402.2,8.34410143917049e-06
11257,22.58,288.5,0.045,713.2,0.0001287652551503
11258,24.14,46.4,0.126,273.8,0.00014564149128
11259,14.08,156.5,0.079,,9.669848450100252e-05
11260,19.13,117.3,0.038,570.1,0.0001140607655577
11261,21.49,275.1,0.119,-1975.8,0.0001309717160511
11262,12.03,103.5,0.147,-966.4,0.0001116986426196
11263,11.7,66.9,0.081,1332.5,0.0001054226417771
11264,18.68,216.0,0.108,-983.8,9.490114224458896e-05
11265,20.38,290.6,0.035,,8.154701434213788e-05
11266,14.23,83.4,0.12,,2.819186416104944e-05
11267,9.25,161.2,0.057,,5.349040590093279e-05
11268,19.31,68.7,0.171,,5.782435295733682e-05
11269,13.5,20.5,0.096,-1873.8,0.0001672286431106
11270,16.08,11.3,0.072,,2.902456701397124e-05
11271,19.26,214.8,0.046,1103.1,2.3607457575031684e-05
11272,13.61,282.5,0.063,-278.8,0.0001410587469874
11273,21.49,248.5,0.143,1858.4,0.0001349834840937
11274,14.2,102.0,0.013,-452.2,0.0001329812492053
11275,16.12,247.4,0.11,-338.8,4.65508621467728e-05
11276,22.62,274.3,0.099,474.5,1.019234986586512e-05
11277,9.86,187.6,0.047,,7.398955295495309e-05
11278,10.8,11.9,0.138,,8.711380786018092e-05
11279,17.42,6.5,0.096,,0.000166795167846
11280,20.93,295.7,0.015,1097.5,0.0001404974734702
11281,5.54,115.3,0.039,-1416.3,0.0001453357750369
11282,12.59,42.5,0.071,1505.7,6.397549660312594e-05
11283,15.49,108.8,0.053,,0.0001177159565168
11284,16.63,151.5,0.165,-226.1,0.0001542603141817
11285,5.3,240.6,0.062,-834.2,0.0001000832436536
11286,13.76,307.0,0.102,,2.5671824390956056e-05
11287,16.51,146.0,0.05,-353.4,0.0001184815602798
11288,6.53,210.5,0.022,836.0,0.0001314265513144
11289,8.8,14.3,0.175,1272.7,0.0001481164647583
11290,8.18,62.4,0.14,1784.2,2.606621936609028e-06
11291,8.16,56.6,0.16,-1454.5,8.504011586259321e-05
11292,16.48,252.9,0.111,,1.1799455127579784e-05
11293,21.92,113.4,0.15,378.1,6.890598392292818e-05
11294,22.05,103.4,0.022,-1177.5,0.000121665024739
11295,7.92,255.3,0.148,-1410.5,5.9450183006917226e-05
11296,6.83,241.1,0.091,815.4,0.0001070414548735
11297,10.08,125.2,0.15,212.6,6.354077465719658e-05
11298,10.71,100.2,0.024,-920.8,0.0001332004931364
11299,24.72,154.8,0.01,1526.4,9.39930053884072e-07
11300,13.28,69.1,0.175,-571.6,5.839194737342151e-05
11301,13.13,176.3,0.015,,0.000140661571708
11302,16.67,281.4,0.126,,0.0001176969166121
11303,17.49,326.0,0.101,1774.6,6.736613905339883e-05
11304,23.36,109.4,0.075,-1427.5,3.649965194424743e-05
11305,22.66,231.7,0.015,138.2,0.0001006781082071
11306,14.41,293.8,0.08,1755.1,1.6740578326958035e-05
11307,23.75,258.4,0.027,,0.0001587844273224
11308,19.27,145.7,0.081,-468.9,3.299129479584771e-05
11309,17.1,193.4,0.097,173.0,1.8589748176143653e-05
11310,11.31,220.4,0.014,128.5,2.6666074618750395e-06
11311,16.77,43.5,0.162,,0.0001587195114923
11312,18.28,255.0,0.104,,8.115182231616291e-05
11313,13.78,319.4,0.116,1765.1,5.382549376422147e-05
11314,17.71,89.8,0.106,744.1,0.0001650522441914
11315,18.79,55.0,0.086,,0.0001131829096795
11316,11.52,332.0,0.161,-1848.1,3.2290771129186904e-06
11317,19.77,133.1,0.12,,1.3885483305323835e-05
11318,22.83,248.5,0.126,-824.6,0.0001034010528367
11319,23.21,149.2,0.102,950.4,0.0001051611492537
11320,11.3,222.3,0.166,,7.458538456486034e-05
11321,12.44,314.9,0.043,-1350.1,0.0001261379097942
11322,17.18,184.1,0.129,-792.0,0.0001383245192114
11323,15.92,53.1,0.071,,4.051845417753879e-05
11324,9.24,335.0,0.107,1862.3,0.0001151522114705
11325,11.69,121.6,0.131,-1251.6,3.292349246640315e-05
11326,14.44,18.3,0.09,-874.6,0.0001049608638381
11327,17.83,272.4,0.149,,0.0001640122708886
11328,16.3,111.0,0.101,264.2,6.132374833281832e-05
11329,15.27,42.0,0.069,1832.7,0.000103667071007
11330,5.31,168.5,0.029,902.1,0.0001101225843158
11331,6.23,359.4,0.092,164.2,0.0001158543031245
11332,24.6,338.0,0.078,-505.1,0.0001478506252074
11333,6.86,40.1,0.039,786.8,0.0001431727622349
11334,13.95,282.2,0.158,,8.253367115741486e-05
11335,13.58,207.3,0.172,1818.1,0.0001150393151266
11336,6.15,132.5,0.016,-1280.2,7.503296018863738e-06
11337,7.05,50.8,0.178,,1.2647902764180437e-05
11338,11.67,19.2,0.125,,6.116156155876408e-05
11339,13.08,241.6,0.135,1616.3,9.67518175947918e-05
11340,7.73,134.1,0.16,,0.0001327386245688
11341,23.8,356.0,0.135,-1255.1,0.0001231936803702
11342,12.43,184.6,0.047,-1607.7,9.278160494184624e-05
11343,24.49,359.4,0.102,,0.0001185481149995
11344,24.77,300.7,0.117,-1384.9,0.0001450153215864
11345,9.74,284.5,0.044,-317.3,0.0001282879054661
11346,15.86,354.4,0.149,1871.1,0.0001077197326432
11347,7.73,306.6,0.158,1254.3,0.000156484831713
11348,24.71,42.9,0.169,,5.993378887854745e-05
11349,6.52,294.4,0.027,-590.2,1.5382967759884134e-05
11350,14.52,158.2,0.03,1202.1,1.891132202615187e-05
11351,23.44,305.3,0.173,-516.0,9.393521151985102e-05
11352,15.08,76.8,0.011,,4.368640398157084e-05
11353,14.49,303.9,0.139,,9.890848670321244e-05
11354,8.33,88.3,0.057,-1270.1,0.0001009349046187
11355,9.13,303.0,0.088,-901.2,0.0001579464294335
11356,6.57,157.2,0.108,-941.3,1.1444867342443037e-07
11357,8.83,19.8,0.134,-113.2,9.538169066166887e-05
11358,20.68,351.8,0.18,1586.1,9.873522364155164e-05
11359,24.27,61.2,0.174,-449.7,0.0001515070195273
11360,20.94,121.3,0.103,1939.4,0.000121460089615
11361,22.5,166.0,0.045,,2.3192667352470063e-05
11362,20.51,97.9,0.154,569.7,1.832875812429828e-05
11363,9.26,52.0,0.039,,3.454685617551275e-05
11364,23.45,22.4,0.022,849.5,5.642749807623043e-05
11365,24.27,57.9,0.151,600.0,1.5053253564898565e-05
11366,20.96,144.8,0.037,1219.7,0.0001240681137807
11367,12.77,350.9,0.035,,2.3159251084438173e-05
11368,22.85,309.8,0.099,113.0,0.0001104962327895
11369,24.05,58.8,0.152,,0.0001293991517977
11370,22.14,111.9,0.151,,0.0001506205175697
11371,9.57,106.0,0.064,1254.0,0.0001507295264886
11372,18.14,281.1,0.138,944.6,3.724886924775086e-05
11373,20.53,280.8,0.151,,7.313482506590304e-05
11374,11.49,41.7,0.09,1182.7,6.36423103815455e-05
11375,12.07,20.7,0.037,1934.9,0.0001614097543757
11376,11.7,13.7,0.163,-1375.7,4.647783111792957e-05
11377,6.99,273.2,0.054,1866.3,9.054066195520992e-05
11378,12.88,99.5,0.07,-174.1,8.238269047830134e-05
11379,24.78,234.4,0.049,-1920.9,6.783098285352927e-05
11380,24.5,260.3,0.103,-252.0,1.0928309287503084e-05
11381,6.52,217.7,0.026,,1.8034202785809043e-05
11382,12.21,253.5,0.112,,5.83625564325977e-06
11383,23.59,272.5,0.092,,6.310426130044371e-05
11384,6.93,47.7,0.08,-1707.9,0.0001398255341688
11385,9.51,39.4,0.169,-1718.9,4.237900842695351e-05
11386,12.25,337.8,0.118,-1506.9,6.95433420016107e-05
11387,15.98,172.8,0.126,,3.083248444095713e-05
11388,8.14,155.5,0.119,,5.464254009650944e-05
11389,6.26,146.4,0.058,-660.5,5.037202857497094e-05
11390,10.85,243.3,0.035,,0.000120762487884
11391,19.03,256.6,0.017,-759.3,4.202557680046058e-05
11392,7.61,289.9,0.079,-1117.8,0.0001023456197147
11393,15.69,169.6,0.056,1021.4,0.0001351933749261
11394,21.63,69.2,0.152,,2.7469111386089704e-05
11395,16.25,221.1,0.096,,0.0001405087306107
11396,10.93,123.6,0.088,-1503.9,4.5133715086248255e-05
11397,12.57,269.3,0.041,1437.8,0.000138634288882
11398,24.02,343.0,0.066,225.2,0.0001589299827516
11399,8.39,184.9,0.064,1227.9,7.273122018897378e-05
11400,22.08,353.3,0.091,-415.1,5.640462499689514e-05
11401,21.55,156.5,0.167,-241.4,7.520102183091752e-06
11402,23.45,40.3,0.176,,1.7555034011794158e-05
11403,14.1,43.6,0.082,1616.9,0.0001271891953394
11404,17.37,37.6,0.153,-1612.2,2.077419687470708e-05
11405,21.27,226.0,0.056,593.1,0.0001161250164324
11406,19.4,239.0,0.017,1415.8,1.589185412102772e-05
11407,13.26,95.6,0.156,,2.879573204663817e-05
11408,16.87,99.8,0.155,,0.0001041711469532
11409,8.75,312.8,0.016,,0.0001345692854487
11410,14.98,156.3,0.07,436.9,0.0001390297157737
11411,10.73,356.9,0.08,1875.1,2.837830228853248e-05
11412,19.45,181.3,0.012,247.5,0.0001434288374214
11413,11.08,242.8,0.026,-1640.9,9.331317457432878e-05
11414,15.75,64.3,0.179,673.2,8.493049825707339e-05
11415,20.75,142.2,0.024,536.1,0.0001371534059431
11416,6.04,163.8,0.034,-529.9,0.0001385406194444
11417,7.74,282.5,0.02,,4.5090269683171374e-05
11418,13.98,234.9,0.09,,6.24396033633154e-05
11419,9.72,203.1,0.067,,0.0001181613490828
11420,11.01,339.5,0.149,-248.8,3.7914540446329606e-05
11421,16.01,4.1,0.111,777.9,8.136611107235998e-05
11422,11.45,316.1,0.134,-783.8,7.110793401223193e-05
11423,14.17,261.7,0.176,633.8,8.140258248741391e-05
11424,18.43,294.4,0.082,,0.0001230498457188
11425,19.15,357.5,0.071,,8.282388241534762e-05
11426,7.5,134.6,0.025,-1402.5,0.0001587038198686
11427,12.62,224.3,0.07,-719.2,0.0001529364408274
11428,7.65,145.5,0.18,-1829.2,0.0001608046154948
11429,21.69,337.0,0.053,-1964.4,0.0001440114593623
11430,18.3,166.3,0.025,-211.8,0.0001448499050436
11431,5.38,179.9,0.174,-1429.2,3.924157374799743e-06
11432,23.41,248.8,0.092,-542.7,8.729482866556124e-05
11433,11.08,206.9,0.042,-1603.2,1.3922851644903631e-05
11434,20.74,309.5,0.123,-1714.3,5.8687396426823696e-05
11435,16.99,70.7,0.13,-1367.7,4.295823725313659e-05
11436,7.16,346.3,0.042,,0.000160912165923
11437,14.94,348.6,0.157,,3.0772312488220245e-06
11438,18.86,163.2,0.043,,0.000125212193904
11439,23.71,140.1,0.03,,8.763439793712804e-05
11440,11.72,229.7,0.066,-979.4,2.175315184262031e-05
11441,17.82,170.3,0.164,1384.4,0.0001147639255723
11442,21.86,103.0,0.103,966.2,0.0001471631546301
11443,7.9,57.5,0.133,,0.000152914834605
11444,13.93,145.6,0.056,950.8,0.0001174597653608
11445,16.26,135.4,0.09,-148.5,0.0001042767157648
11446,17.75,191.4,0.139,-108.7,0.0001023389324692
11447,17.35,208.3,0.011,-875.3,4.873005073084575e-05
11448,12.62,313.7,0.179,-1341.2,9.3058691989572e-05
11449,20.91,192.0,0.145,-179.9,9.594307998481008e-05
11450,14.23,163.4,0.177,-1233.0,0.0001500235753139
11451,14.21,215.7,0.055,,3.820042845946739e-05
11452,7.32,88.1,0.122,-296.9,0.0001221869767485
11453,20.57,118.0,0.156,1853.1,8.992873897266073e-05
11454,17.88,8.0,0.128,-1542.6,9.246682436584736e-05
11455,23.45,10.5,0.151,,6.844197293449025e-05
11456,19.1,119.7,0.162,-1497.7,0.0001605396782463
11457,10.96,82.4,0.154,1050.3,4.877242937925009e-06
11458,5.28,247.5,0.075,552.6,0.0001403762375967
11459,16.16,173.8,0.02,-210.7,3.934536941844663e-05
11460,14.72,351.4,0.037,1877.5,0.0001513916784597
11461,13.09,358.8,0.016,-126.5,4.0235478331724615e-05
11462,16.15,59.2,0.093,-768.6,0.0001223412874659
11463,11.08,28.5,0.162,-1885.4,7.666134134449248e-05
11464,20.69,206.3,0.142,1583.2,7.831663876872441e-05
11465,15.88,118.7,0.122,-1444.2,1.528973233679908e-05
11466,7.36,355.9,0.073,-1892.1,5.766861700876125e-05
11467,16.64,177.1,0.103,662.8,1.886347100957664e-05
11468,10.37,105.5,0.143,-1455.2,8.487798673914415e-06
11469,14.39,53.9,0.149,,9.875411372680773e-05
11470,7.38,259.9,0.17,,0.0001448797081865
11471,16.55,95.5,0.119,1132.4,2.307697605667421e-05
11472,15.16,4.0,0.099,703.1,0.0001017143546351
11473,22.03,284.8,0.094,-717.5,8.889903143371379e-05
11474,18.53,53.8,0.085,-711.4,2.8170414523034875e-05
11475,19.28,62.4,0.124,,0.0001156580263069
11476,10.01,330.8,0.031,354.9,0.0001349100629457
11477,13.2,186.3,0.112,1313.1,6.034608259398616e-06
11478,13.52,105.3,0.088,-1309.4,0.0001134892075999
11479,24.68,56.7,0.102,-1650.7,5.624551707701527e-05
11480,15.78,119.2,0.162,1106.6,0.0001590720392731
11481,8.88,184.7,0.138,1355.3,5.2069589163863786e-05
11482,12.98,137.5,0.044,,5.047217899135603e-05
11483,23.27,118.4,0.161,,0.000164932031105
11484,7.23,264.6,0.022,352.9,2.772734232021e-07
11485,18.49,14.7,0.126,140.3,0.0001469966197032
11486,10.74,34.5,0.096,-1334.3,6.525827177562274e-05
11487,23.3,318.1,0.025,-613.7,0.0001002852341798
11488,8.09,348.1,0.097,666.7,0.000122630055239
11489,17.78,113.2,0.094,1625.0,8.538242390010082e-05
11490,16.88,100.1,0.075,,0.0001571409314664
11491,21.49,168.4,0.077,-594.1,7.888904953385386e-05
11492,11.58,103.7,0.038,237.4,2.9603978943918385e-05
11493,22.2,326.6,0.02,1468.1,0.0001126394367784
11494,18.3,199.7,0.131,-644.7,8.404500423683804e-05
11495,11.67,159.8,0.065,-1334.3,2.1162427283866937e-05
11496,8.32,202.8,0.012,-1729.7,0.0001402120587545
11497,17.38,301.0,0.06,-940.3,9.783359284169552e-05
11498,18.17,244.9,0.157,,3.075516344384544e-05
11499,12.2,241.3,0.068,,7.002401591534644e-05
11500,16.49,72.4,0.014,-518.2,2.7600425517785897e-05
11501,12.4,61.0,0.172,1244.5,7.518021042993553e-05
11502,7.95,109.9,0.078,,0.0001258269029499
11503,15.57,250.0,0.11,-441.7,5.9229786853554696e-05
11504,12.61,287.0,0.056,-647.7,0.0001445294424457
11505,19.08,103.5,0.032,-608.1,1.8832152740167875e-06
11506,6.77,341.6,0.135,-904.1,0.000125305930059
11507,17.86,134.4,0.056,-1547.7,0.0001319915859639
11508,5.48,168.2,0.157,-1096.4,4.827967017779593e-05
11509,16.3,157.9,0.137,-1414.6,3.96037704412326e-05
11510,13.15,253.7,0.042,-1139.7,6.631496476212051e-05
11511,12.95,16.3,0.081,882.2,0.0001666898332219
11512,21.24,314.7,0.17,-1754.8,3.697815381938397e-05
11513,17.31,274.5,0.16,494.9,0.0001286167745779
11514,5.51,248.8,0.026,-1692.5,0.0001559761571518
11515,20.03,24.3,0.119,1640.8,5.353525839900268e-05
11516,8.46,31.0,0.026,-1006.4,5.130603829109818e-06
11517,9.68,299.6,0.031,,0.0001314718631921
11518,6.94,185.1,0.16,,0.0001416392146411
11519,11.52,134.4,0.019,,6.859157163483042e-05
11520,9.6,175.1,0.032,1228.3,7.217032572970198e-05
11521,10.95,290.2,0.106,-903.1,1.3340108277405004e-05
11522,6.23,65.2,0.119,,0.0001628624279687
11523,13.85,262.2,0.149,-1594.6,2.1532823890783616e-05
11524,6.28,249.7,0.059,-179.7,3.290957594408342e-05
11525,6.33,40.8,0.026,695.1,0.0001062747541921
11526,11.25,198.8,0.064,,2.268112436577748e-05
11527,23.5,207.4,0.09,-603.1,6.345573188963103e-05
11528,6.29,180.1,0.055,,7.672369699249499e-05
11529,21.76,235.3,0.086,-878.9,0.0001118655127616
11530,24.99,80.0,0.077,-1164.9,8.260787149209773e-05
11531,23.15,92.6,0.026,-1258.1,2.052199681756852e-05
11532,15.4,5.2,0.052,,1.4478779757693974e-05
11533,17.55,135.8,0.034,-1192.8,0.0001125039626752
11534,16.54,89.7,0.131,1074.7,0.0001674161467434
11535,9.35,7.3,0.103,,0.0001654502428954
11536,20.75,87.3,0.155,-745.7,0.0001156161458989
